date	negative	neutral	positive
20120118	0	1	0
20120119	2	4	0
20120120	1	0	1
20120124	1	0	0
20120126	0	1	1
20120127	0	1	0
20120130	1	0	0
20120201	0	2	2
20120204	0	0	1
20120206	0	3	0
20120207	0	1	0
20120208	1	3	0
20120209	0	0	3
20120210	0	2	0
20120211	0	0	1
20120214	0	1	0
20120216	0	1	0
20120217	0	1	0
20120218	1	0	0
20120221	1	2	1
20120223	0	1	0
20120227	2	0	1
20120228	0	1	0
20120301	0	1	0
20120302	0	0	2
20120304	0	0	1
20120306	1	0	0
20120307	1	0	0
20120308	0	1	1
20120309	0	0	1
20120314	0	1	0
20120315	1	0	0
20120316	0	2	0
20120317	0	2	0
20120320	0	1	0
20120321	0	1	0
20120322	0	1	1
20120325	0	0	1
20120326	0	1	0
20120327	1	0	0
20120328	0	1	1
20120331	1	0	0
20120404	1	0	0
20120411	1	0	0
20120412	1	0	0
20120413	0	1	0
20120416	0	0	1
20120417	0	1	0
20120419	1	0	0
20120420	2	0	0
20120425	0	0	1
20120426	1	0	0
20120427	0	0	1
20120504	0	1	0
20120505	0	0	1
20120507	0	0	1
20120508	0	0	1
20120510	0	1	0
20120511	0	1	0
20120515	0	0	2
20120516	0	0	1
20120517	0	1	0
20120518	0	1	0
20120522	0	0	1
20120525	0	1	0
20120529	0	1	0
20120530	0	1	0
20120531	0	2	0
20120601	0	0	1
20120604	1	0	0
20120605	0	1	0
20120607	0	0	2
20120610	0	0	1
20120612	0	1	0
20120614	0	0	1
20120618	0	1	0
20120619	0	1	0
20120621	0	0	2
20120628	0	0	1
20120703	1	0	0
20120704	1	0	0
20120706	1	0	0
20120707	0	1	0
20120708	0	0	1
20120711	1	3	0
20120712	0	0	1
20120714	0	1	0
20120715	0	1	0
20120716	0	1	0
20120717	0	0	1
20120720	0	0	1
20120723	0	2	1
20120724	0	0	1
20120725	0	1	0
20120728	0	1	0
20120730	0	1	0
20120801	0	0	1
20120803	0	1	0
20120806	1	1	0
20120807	0	1	0
20120808	1	1	0
20120810	0	0	1
20120811	0	1	0
20120813	0	1	1
20120814	0	1	0
20120815	1	0	0
20120816	0	0	1
20120817	0	0	2
20120818	0	1	0
20120819	0	0	1
20120821	0	0	1
20120822	0	0	2
20120824	1	0	1
20120828	0	0	1
20120829	0	1	0
20120830	0	0	1
20120831	1	0	0
20120901	1	3	1
20120902	1	1	2
20120903	1	1	0
20120904	2	0	0
20120905	0	1	0
20120910	1	0	1
20120914	0	0	1
20120915	0	2	0
20120916	0	1	0
20120918	2	0	0
20120919	0	0	1
20120920	0	0	1
20120921	0	0	2
20120923	0	0	1
20120925	0	2	0
20120926	0	0	1
20120930	0	2	0
20121002	0	1	0
20121003	0	0	1
20121005	1	1	0
20121008	0	1	0
20121009	0	0	2
20121022	0	0	1
20121023	0	0	1
20121024	0	2	1
20121026	0	0	1
20121029	1	0	0
20121030	1	1	0
20121031	1	0	0
20121101	0	1	0
20121102	0	1	0
20121105	0	1	0
20121106	0	1	1
20121107	0	0	1
20121108	1	0	0
20121109	0	0	1
20121112	0	1	0
20121113	0	1	0
20121114	0	0	1
20121116	1	1	0
20121117	0	1	0
20121119	0	1	0
20121120	1	1	0
20121121	3	0	0
20121122	0	0	1
20121123	0	0	1
20121127	1	0	0
20121128	0	0	3
20121202	0	0	1
20121203	0	1	0
20121204	0	0	1
20121211	0	0	1
20121212	0	0	1
20121215	0	2	0
20121216	0	1	1
20121217	1	0	0
20121218	1	1	0
20121220	0	0	1
20121221	0	1	0
20121224	0	0	1
20121226	0	0	1
20121227	0	1	0
20121231	2	0	0
20130101	0	1	0
20130105	0	0	1
20130106	1	0	0
20130107	0	0	1
20130108	0	0	2
20130109	0	0	1
20130111	0	1	1
20130114	0	0	2
20130115	0	0	1
20130116	0	0	1
20130117	0	1	0
20130118	0	0	1
20130119	0	1	0
20130123	0	1	0
20130125	1	1	0
20130130	0	0	1
20130131	0	1	1
20130201	0	1	0
20130204	0	1	0
20130206	1	0	0
20130209	0	0	1
20130213	0	0	1
20130214	0	1	0
20130215	0	0	1
20130218	1	0	0
20130219	1	0	0
20130220	0	0	1
20130223	0	0	1
20130224	1	0	0
20130225	0	1	0
20130226	1	0	1
20130227	0	1	0
20130228	1	1	1
20130301	0	1	0
20130302	1	9	0
20130303	1	0	0
20130305	0	1	0
20130306	0	1	0
20130307	0	0	2
20130309	1	0	0
20130310	0	1	0
20130311	1	0	0
20130313	1	0	2
20130315	1	0	1
20130318	0	1	0
20130319	0	0	2
20130324	0	0	1
20130326	1	1	0
20130329	1	0	0
20130330	1	1	0
20130401	1	1	0
20130402	2	0	1
20130405	1	0	0
20130408	0	0	1
20130410	1	0	2
20130415	0	0	1
20130418	0	0	1
20130420	2	0	1
20130421	1	1	0
20130422	1	1	3
20130423	0	4	2
20130424	0	4	0
20130426	5	3	1
20130427	0	1	0
20130429	1	0	1
20130430	0	1	0
20130503	0	1	1
20130506	2	0	0
20130508	0	1	0
20130510	0	0	1
20130511	0	0	2
20130512	1	0	1
20130513	0	0	2
20130514	0	1	0
20130515	2	0	1
20130517	0	0	1
20130520	1	0	0
20130522	1	0	0
20130524	0	1	0
20130527	2	0	0
20130529	0	2	1
20130531	0	1	0
20130601	1	1	1
20130603	1	3	0
20130604	1	3	3
20130605	6	4	3
20130606	0	5	2
20130607	0	1	1
20130610	1	4	1
20130611	1	1	0
20130613	1	7	5
20130614	1	3	2
20130618	0	7	1
20130619	0	2	0
20130620	0	4	0
20130621	0	5	2
20130625	2	4	1
20130626	4	9	2
20130627	2	5	0
20130628	4	7	0
20130701	4	8	1
20130702	0	4	0
20130703	3	7	0
20130704	1	1	0
20130705	2	4	0
20130708	0	3	0
20130709	0	1	0
20130710	2	12	1
20130711	1	2	1
20130712	4	8	0
20130715	0	1	0
20130716	1	0	0
20130717	5	2	2
20130718	1	0	0
20130719	1	10	1
20130722	0	1	0
20130723	1	0	1
20130724	8	5	1
20130725	0	1	1
20130726	1	1	0
20130727	2	1	0
20130729	2	10	3
20130730	0	1	0
20130731	0	1	0
20130801	7	7	0
20130802	0	4	1
20130804	1	0	0
20130806	6	2	0
20130807	1	1	1
20130808	1	2	0
20130812	1	3	0
20130813	4	9	1
20130814	1	1	1
20130815	0	1	0
20130816	13	15	5
20130817	1	0	0
20130819	0	5	0
20130820	6	6	3
20130821	0	0	1
20130822	1	1	0
20130823	0	1	0
20130826	1	2	1
20130828	4	6	1
20130829	11	13	0
20130830	1	0	2
20130901	1	2	0
20130902	0	1	1
20130903	1	1	0
20130904	0	1	0
20130905	2	0	2
20130906	1	0	1
20130907	0	2	0
20130908	2	0	1
20130909	2	2	0
20130910	2	1	0
20130911	1	0	3
20130912	1	1	2
20130913	2	2	0
20130914	2	0	0
20130915	2	0	0
20130916	2	0	0
20130918	0	0	3
20130919	0	3	0
20130920	4	6	9
20130921	0	0	1
20130922	0	1	0
20130923	0	2	1
20130925	2	0	1
20130926	2	1	2
20130927	3	0	2
20130928	2	2	0
20130929	1	1	1
20130930	1	1	1
20131001	2	0	1
20131002	0	1	5
20131003	1	1	2
20131004	0	1	2
20131005	1	1	1
20131006	0	1	1
20131007	0	1	2
20131009	0	0	3
20131010	1	0	0
20131011	6	0	2
20131012	4	1	0
20131013	3	0	2
20131014	1	0	2
20131015	1	1	1
20131016	1	1	3
20131017	0	0	1
20131018	1	3	3
20131019	1	0	0
20131020	2	2	2
20131021	1	1	1
20131022	1	0	0
20131023	2	2	1
20131024	2	0	1
20131025	1	2	2
20131027	2	2	0
20131028	0	1	3
20131029	1	0	2
20131030	1	0	2
20131031	0	0	6
20131101	3	2	1
20131102	0	1	2
20131103	2	0	1
20131104	1	4	0
20131105	1	2	0
20131106	1	2	1
20131107	0	1	2
20131108	1	0	1
20131109	0	0	1
20131111	1	0	1
20131112	0	1	4
20131113	2	1	0
20131114	0	0	1
20131115	0	2	0
20131117	1	2	2
20131118	1	1	1
20131119	0	2	0
20131120	1	1	1
20131121	1	0	0
20131122	0	1	1
20131123	0	1	1
20131124	0	1	1
20131125	0	0	2
20131126	1	0	2
20131127	1	0	0
20131128	0	1	1
20131129	1	1	1
20131202	0	1	0
20131203	0	0	2
20131204	0	1	1
20131205	1	0	1
20131206	0	1	1
20131207	1	0	0
20131209	0	0	2
20131210	3	1	0
20131211	3	0	2
20131212	1	0	1
20131213	2	0	2
20131214	0	0	3
20131215	0	2	1
20131216	1	0	1
20131217	1	0	1
20131218	2	0	1
20131219	1	1	0
20131220	1	1	2
20131221	0	0	2
20131222	1	2	0
20131223	1	1	0
20131224	1	1	1
20131225	0	1	0
20131226	1	1	0
20131227	0	1	0
20131228	1	0	0
20131229	0	0	1
20131230	2	0	0
20131231	0	1	0
20140101	0	1	1
20140102	0	1	0
20140103	2	0	1
20140104	0	1	0
20140105	0	0	1
20140106	1	0	1
20140107	0	1	2
20140108	1	0	2
20140109	2	0	0
20140110	1	0	0
20140111	0	0	2
20140112	0	1	0
20140113	1	0	2
20140114	1	0	3
20140115	0	1	2
20140116	2	0	2
20140117	2	6	2
20140120	0	3	3
20140121	2	1	0
20140122	1	1	0
20140123	0	0	1
20140124	0	1	1
20140125	0	2	1
20140126	0	1	1
20140127	0	1	1
20140128	1	1	0
20140129	1	0	1
20140130	3	0	1
20140131	1	0	1
20140202	0	0	1
20140203	1	2	1
20140204	3	1	0
20140205	0	0	3
20140206	2	0	1
20140207	0	2	3
20140208	2	0	0
20140209	0	2	1
20140210	1	0	2
20140211	0	1	1
20140212	1	2	2
20140213	3	0	0
20140214	1	0	1
20140215	1	0	1
20140216	0	1	1
20140217	1	0	1
20140218	0	0	2
20140219	1	0	2
20140220	1	0	2
20140221	1	0	1
20140224	1	1	0
